,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
4829,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,62000,195000
4830,6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,70000,53000
4831,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,61000,34000
4832,Silverado,Aseer,Chevrolet,Automatic,Saudi,Full,2016,5.3,96000,95000
4833,Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2019,3.5,91000,74000
4835,Cadenza,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,88000
4837,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,4.6,275000,125000
4839,Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,83000,50000
4840,K5,Jubail,Kia,Automatic,Saudi,Standard,2021,2.0,61804,1630
4843,Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2019,4.6,134000,170000
4844,Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2012,3.5,277000,30000
4846,Traverse,Riyadh,Chevrolet,Automatic,Other,Standard,2011,3.6,320000,23000
4847,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,36500
4848,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,5.7,170000,150000
4849,Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,42000
4850,Sonata,Aseer,Hyundai,Automatic,Saudi,Standard,2018,2.4,200000,1342
4851,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2012,5.7,311000,115000
4853,Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,47000
4855,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2015,4.7,345417,135000
4857,5008,Riyadh,Peugeot,Automatic,Saudi,Standard,2012,1.6,12000,27000
4858,Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,3.5,100000,87000
4860,Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017,3.5,56000,78000
4861,Hilux,Aseer,Toyota,Manual,Saudi,Semi Full,2018,2.7,20000,115000
4862,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2020,4.0,8000,174000
4864,Land Cruiser Pickup,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,232,65000
4865,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,31000
4866,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,68000,35000
4869,Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2018,8.0,97000,83000
4871,Carnival,Dammam,Kia,Automatic,Other,Semi Full,2016,3.3,85000,64000
4872,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2010,4.0,317000,43000
4873,Cherokee,Taef,Jeep,Automatic,Saudi,Full,2015,2.4,180000,2122
4874,Grand Marquis,Jeddah,Mercury,Automatic,Other,Full,2008,4.0,362000,19000
4876,The 7,Jeddah,BMW,Automatic,Saudi,Full,2011,2.0,115,65000
4878,Caprice,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2007,6.0,300,15000
4880,3,Jeddah,Mazda,Automatic,Saudi,Standard,2018,1.6,105000,38000
4882,X7,Riyadh,Geely,Automatic,Saudi,Full,2017,2.4,65000,45000
4883,300,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2016,3.5,18000,86000
4884,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,205000,60000
4886,E,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,3.0,86000,245000
4887,CRV,Dammam,Honda,Automatic,Saudi,Semi Full,2014,2.4,215000,50000
4888,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.6,28000,44000
4889,C,Jeddah,Mercedes,Automatic,Other,Full,2018,2.0,70000,177000
4890,Symbol,Riyadh,Renault,Automatic,Saudi,Standard,2020,1.6,46505,26000
4891,Pathfinder,Hail,Nissan,Automatic,Saudi,Semi Full,2010,3.5,400000,22500
4892,Corolla,Dammam,Toyota,Manual,Saudi,Standard,2016,1.6,83000,38500
4893,Carnival,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.3,200,106000
4894,Royal,Riyadh,Genesis,Automatic,Saudi,Full,2015,3.8,194000,85000
4895,CX9,Riyadh,Mazda,Automatic,Saudi,Semi Full,2014,3.7,289903,51500
4896,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,175000,108000
4897,Attrage,Al-Medina,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,68000,26500
4898,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,5.7,143203,156500
4899,Elantra,Jubail,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,65000
4901,Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,60700,33000
4902,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2021,4.0,7456,146500
4905,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,4.0,205000,61000
4906,Mustang,Dammam,Ford,Automatic,Other,Full,2016,5.0,92000,129000
4907,Hiace,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,47000
4913,Cerato,Dammam,Kia,Automatic,Saudi,Standard,2018,1.6,57000,39500
4915,Taurus,Al-Baha,Ford,Automatic,Other,Standard,2018,3.5,88000,78000
4917,Hilux,Abha,Toyota,Manual,Saudi,Semi Full,1999,2.7,375,19000
4918,Optra,Dammam,Chevrolet,Manual,Saudi,Semi Full,2009,2.0,290000,7500
4919,Accord,Jeddah,Honda,Automatic,Gulf Arabic,Full,2005,1.4,250000,17000
4920,Corolla,Jeddah,Toyota,Automatic,Saudi,Semi Full,2011,1.4,283971,25000
4921,Sonata,Taef,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,14000,1430
4922,S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2015,3.0,96500,220000
4923,Pajero,Aseer,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,132000,63000
4924,S,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,53000,290000
4925,Escalade,Riyadh,Cadillac,Automatic,Saudi,Full,2019,6.2,58678,261500
4926,LX,Aseer,Lexus,Automatic,Saudi,Full,2015,5.7,248,200000
4927,Senta fe,Hafar Al-Batin,Hyundai,Automatic,Saudi,Full,2015,3.3,337946,45000
4928,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,105000
4930,Cruze,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,1.8,154000,25000
4931,Armada,Jeddah,Nissan,Automatic,Saudi,Full,2006,5.6,266000,25000
4932,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,142000,245000
4935,A8,Dammam,Audi,Automatic,Saudi,Full,2019,3.0,41000,325000
4936,LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,122000
4939,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,41000
4940,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,30000
4941,Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,132000
4942,Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,47000
4943,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,29500
4944,Yukon,Jazan,GMC,Automatic,Saudi,Semi Full,2011,5.3,307216,30000
4947,Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,117719,29500
4948,Civic,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,45000
4949,Malibu,Makkah,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,22000
4950,Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2013,2.7,182000,68500
4951,Patrol,Dammam,Nissan,Manual,Saudi,Standard,1992,4.6,357000,27000
4952,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,55000
4953,Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,110000,75000
4955,CX9,Dammam,Mazda,Automatic,Saudi,Full,2016,2.5,91000,75000
4958,Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,128000
4961,Datsun,Al-Ahsa,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,32000
4965,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,42000
4967,Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,69000
4968,Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,203429,29000
4970,Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,55000
4972,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,29000
4973,Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,35000
4974,Cerato,Jeddah,Kia,Automatic,Saudi,Full,2017,1.6,77500,42000
4975,RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,56000,203000
4976,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,114000
4977,ES,Riyadh,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,116000
4979,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,103000
4980,Traverse,Dammam,Chevrolet,Automatic,Other,Full,2016,3.5,154000,85000
4981,Cerato,Dammam,Kia,Automatic,Saudi,Standard,2016,1.6,74000,36000
4982,S300,Dammam,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,74000
4983,ES,Dammam,Lexus,Automatic,Other,Full,2016,3.5,87000,119000
4984,Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2004,4.0,400000,9000
4986,RX5,Taef,MG,Automatic,Gulf Arabic,Full,2019,2.0,42000,1310
4989,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,172632,63000
4991,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,65000
4992,Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2014,2.4,59000,72000
4993,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,4.0,243000,95000
4994,Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2013,2.5,160000,35000
4995,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,86782,46000
4996,S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2019,3.5,80000,355000
4997,Altima,Riyadh,Nissan,Automatic,Saudi,Full,2017,2.5,135988,49500
4998,FJ,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.9,115,110000
5000,Traverse,Besha,Chevrolet,Automatic,Other,Standard,2011,3.6,100000,20000
5001,Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.5,100,72910
5002,LX,Jeddah,Lexus,Automatic,Saudi,Full,2018,5.7,90000,350000
5003,HRV,Riyadh,Honda,Automatic,Saudi,Standard,2021,1.8,6018,62000
5004,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2012,3.5,237000,25000
5006,Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,109000
5008,Kona,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,30271,70000
5009,Expedition,Al-Jouf,Ford,Automatic,Saudi,Full,2003,5.4,400000,4000
5011,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,3.5,128000,52000
5012,Other,Riyadh,Ford,Manual,Saudi,Standard,1963,1.0,300,22000
5015,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,62000
5016,LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,80897,350000
5018,Cerato,Riyadh,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,34000
5021,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,55893,40500
5024,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,37500
5025,RX5,Riyadh,MG,Automatic,Saudi,Full,2019,3.1,49000,1325
5026,Expedition,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,77000
5028,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,121000,109000
5030,Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2015,1.6,312000,32000
5031,Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,152000,45000
5032,Elantra,Jubail,Hyundai,Automatic,Saudi,Semi Full,2018,2.0,200,1300
5034,Yukon,Al-Medina,GMC,Automatic,Saudi,Semi Full,2016,5.5,145000,100000
5035,Kona,Al-Medina,Hyundai,Automatic,Saudi,Standard,2020,2.0,6400,1156
5036,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,32000
5037,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,27500
5039,Camaro,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,118000,113000
5040,Sylvian Bus,Riyadh,Nissan,Manual,Saudi,Standard,2002,2.5,37000,42000
5042,CLA,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2017,2.0,80273,126500
5043,Grand Cherokee,Riyadh,Jeep,Automatic,Other,Full,2012,8.0,210000,47000
5044,SEL,Riyadh,Mercedes,Automatic,Other,Full,1989,3.0,186000,55000
5048,Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2018,2.7,71000,62000
5049,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,106007,26800
5051,LS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,32000,290000
5052,Expedition,Dammam,Ford,Automatic,Saudi,Full,2016,3.6,265000,115000
5053,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,181000,29000
5055,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,105286,136000
5057,Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,93000,95000
5062,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,77000
5063,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,190000,58000
5064,Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2016,1.0,151000,69000
5066,Mustang,Dammam,Ford,Manual,Other,Full,2010,4.6,170,42000
5069,Tahoe,Aseer,Chevrolet,Automatic,Other,Full,2008,3.9,300,29000
5070,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.6,52443,56500
5072,Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,2.5,121000,17000
5073,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,3.0,222306,38000
5077,Hilux,Najran,Toyota,Manual,Saudi,Full,2017,2.7,119000,69000
5080,Blazer,Khobar,Chevrolet,Automatic,Gulf Arabic,Semi Full,2017,3.6,115000,63000
5082,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2014,2.0,152000,55000
5083,IS,Al-Ahsa,Lexus,Automatic,Other,Full,2010,3.5,165000,45000
5085,Genesis,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.8,237000,77000
5089,Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2017,5.0,90000,250000
5090,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,122000,50000
5091,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,138000
5092,Soul,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,30000
5093,Furniture,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,70000,79000
5097,Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2009,5.7,343000,60000
5098,Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2016,1.5,170000,85000
5099,F150,Dammam,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,108000
5100,Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015,3.5,180000,60000
5103,Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,3.6,308400,45000
5106,H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,318000,26000
5108,IS,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,3.0,10000,197000
5112,Yukon,Dammam,GMC,Automatic,Saudi,Standard,2011,5.3,156000,47000
5118,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,113057,62500
5119,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,49000
5120,Sportage,Riyadh,Kia,Automatic,Saudi,Full,2017,2.4,125000,65000
5121,Accent,Qassim,Hyundai,Manual,Saudi,Standard,2008,1.6,250000,4000
5125,Camry,Najran,Toyota,Manual,Saudi,Full,2005,1.6,360000,22000
5127,S,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,67000,235000
5128,Rio,Arar,Kia,Automatic,Saudi,Standard,2019,1.4,55500,884
5130,S,Dammam,Mercedes,Automatic,Other,Full,2007,4.0,315000,42000
5132,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,85000
5134,ES,Jeddah,Lexus,Automatic,Other,Full,2007,3.5,196000,25000
5136,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2021,4.6,3549,286500
5138,E,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,28000,185000
5139,S,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2019,3.0,6000,470000
5141,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,22550,41500
5143,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,76294,45500
5144,A,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,179000
5145,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,181000,60000
5146,Touareg,Jeddah,Volkswagen,Automatic,Other,Semi Full,2006,4.0,290000,12000
5148,Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2018,5.3,48000,163000
5149,LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,105,425000
5150,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,7000,42500
5152,Carnival,Jazan,Kia,Automatic,Saudi,Full,2016,3.3,21000,65000
5153,Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,80000
5154,Lumina,Khobar,Chevrolet,Automatic,Saudi,Standard,2006,3.8,306000,9000
5156,LX,Abha,Lexus,Automatic,Other,Full,2005,4.8,225000,45000
5158,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,124975,33000
5160,GX,Riyadh,Lexus,Automatic,Saudi,Full,2018,4.6,53189,179000
5161,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,92904,25000
5164,Dzire,Riyadh,Suzuki,Automatic,Gulf Arabic,Full,2020,1.2,8500,33000
5167,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,5.7,216000,151000
5168,Victoria,Riyadh,Ford,Automatic,Saudi,Semi Full,1999,1.0,4000,10000
5171,Tucson,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.0,251000,49000
5172,Cerato,Dammam,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,25000
5173,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,230000,38000
5174,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.0,72000,108000
5176,F150,Dammam,Ford,Automatic,Saudi,Semi Full,2017,5.0,53000,140000
5177,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,184000,70000
5178,Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2015,1.6,132000,23000
5179,RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,117000,180000
5180,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,175000,63000
5184,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,233000,98000
5185,Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,72900,80000
5186,Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2012,4.0,94000,95000
5188,Camry,Qassim,Toyota,Automatic,Saudi,Standard,2019,2.5,48000,85000
5189,Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37000,28000
5190,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2018,3.5,108000,77000
5193,Yaris,Qassim,Toyota,Automatic,Saudi,Semi Full,2017,1.5,179,35000
5194,C300,Dammam,Chrysler,Automatic,Other,Full,2005,5.7,331000,15000
5195,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,109000,130000
5196,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,560,190000
5197,C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,104000,110000
5198,Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2021,2.0,9974,78500
5199,ES,Dammam,Lexus,Automatic,Other,Semi Full,2016,3.5,88000,115000
5201,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2019,4.0,58428,138500
5203,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,3.0,105000,190000
5205,Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,117000,23000
5206,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,68000,53000
5207,Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2016,1.8,67000,22000
5208,Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.6,144000,77000
5209,Accent,Jeddah,Hyundai,Automatic,Other,Standard,2016,1.4,151000,25000
5211,Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2010,1.4,273000,12000
5212,Taurus,Dammam,Ford,Automatic,Other,Full,2018,3.5,100000,89000
5213,Copper,Jeddah,MINI,Automatic,Gulf Arabic,Semi Full,2016,2.0,75000,80000
5214,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,110761,32000
5215,EC7,Jeddah,Geely,Automatic,Saudi,Full,2014,1.6,229000,18000
5216,Eado,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.6,84000,42500
5217,Nitro,Riyadh,Dodge,Automatic,Saudi,Semi Full,2011,3.7,346410,15000
5218,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.5,63000,58000
5219,Corolla,Qassim,Toyota,Automatic,Saudi,Standard,2018,1.6,63000,53000
5220,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,121000,48000
5221,Navara,Aseer,Nissan,Automatic,Gulf Arabic,Full,2014,2.5,167,35000
5223,Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,104000,72000
5224,S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.6,66000,122000
5225,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,28000,110000
5226,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,94000,58000
5227,Accord,Aseer,Honda,Automatic,Saudi,Full,2016,3.5,167000,72000
5228,Sierra,Aseer,GMC,Automatic,Saudi,Full,2016,5.3,144000,95000
5229,Fusion,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,2.5,118000,43000
5230,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,106818,29500
5231,S,Riyadh,Mercedes,Automatic,Saudi,Full,2012,3.0,105,98000
5232,Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2016,4.0,179812,155000
5233,H1,Al-Jouf,Hyundai,Automatic,Saudi,Full,2012,2.4,240,25000
5234,GS,Dammam,Lexus,Automatic,Other,Semi Full,2016,2.5,58000,137000
5235,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,25234,44000
5237,Avante,Al-Ahsa,Hyundai,Automatic,Other,Full,2017,1.6,110750,60000
5238,Cruze,Makkah,Chevrolet,Automatic,Saudi,Standard,2013,1.6,181000,10000
5240,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2010,4.6,310000,81000
5243,Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2013,2.5,134000,35000
5245,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,61000,63000
5246,Yukon,Aseer,GMC,Automatic,Saudi,Full,2021,5.3,3700,310000
5247,Silverado,Hail,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,179000,95000
5248,Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2019,2.0,18000,95000
5249,X,Riyadh,BMW,Automatic,Other,Standard,2020,3.0,15900,270000
5251,Sierra,Dammam,GMC,Automatic,Saudi,Full,2021,9.0,100,178000
5252,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.0,73909,116500
5253,C,Dammam,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,140000,105000
5255,CX5,Makkah,Mazda,Automatic,Saudi,Full,2021,2.5,4950,117000
5256,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,87000,50000
5257,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,108708,24000
5258,Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,92000,36000
5261,Elantra,Qassim,Hyundai,Automatic,Other,Semi Full,2017,1.6,91269,50000
5266,MKX,Al-Ahsa,Lincoln,Automatic,Saudi,Semi Full,2017,3.5,75000,125000
5268,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,92736,146500
5269,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,2.0,255000,53000
5270,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,95000,52000
5272,Dokker,Riyadh,Renault,Manual,Saudi,Semi Full,2016,1.0,155000,20000
5274,Carnival,Dammam,Kia,Automatic,Gulf Arabic,Semi Full,2016,2.5,85000,62000
5275,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.5,120000,48000
5276,H1,Tabouk,Hyundai,Automatic,Gulf Arabic,Semi Full,2013,2.4,246,31000
5277,6,Dammam,Mazda,Automatic,Saudi,Standard,2018,2.5,71169,65000
5278,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2014,2.4,216000,41000
5281,Z350,Dammam,Nissan,Automatic,Saudi,Semi Full,2006,3.5,105342,50000
5282,Yaris,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,1.6,18000,36000
5283,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,104330,41500
5284,3008,Riyadh,Peugeot,Automatic,Saudi,Full,2018,1.0,30000,79000
5285,Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,92000,84000
5286,H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,106336,58500
5287,A8,Dammam,Audi,Automatic,Saudi,Full,2016,3.0,42000,165000
5290,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2013,4.6,240000,105000
5292,Sorento,Dammam,Kia,Automatic,Other,Standard,2011,2.4,160,30000
5293,Durango,Riyadh,Dodge,Automatic,Saudi,Full,2019,8.0,13906,210000
