,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
4358,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,116842,48500
4360,6,Al-Ahsa,Mazda,Automatic,Saudi,Standard,2018,2.5,188000,59000
4361,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2015,3.5,103000,78000
4362,Tahoe,Abha,Chevrolet,Automatic,Saudi,Standard,2016,5.3,217000,87000
4363,LX,Dammam,Lexus,Automatic,Saudi,Full,2021,5.7,14000,445000
4365,Acadia,Jeddah,GMC,Automatic,Saudi,Full,2008,3.6,229000,19000
4366,Camry,Abha,Toyota,Automatic,Saudi,Standard,2009,1.6,300000,24000
4368,Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2020,1.4,2600,45000
4369,Durango,Jeddah,Dodge,Automatic,Saudi,Standard,2013,3.6,115458,50000
4371,CS75,Al-Ahsa,Changan,Automatic,Saudi,Full,2020,1.8,46000,62000
4372,Cressida,Al-Medina,Toyota,Manual,Saudi,Standard,1994,4.0,277000,11000
4373,Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2016,5.2,144000,112000
4374,Echo Sport,Dammam,Ford,Automatic,Gulf Arabic,Standard,2020,1.5,2819,59000
4375,Suburban,Al-Baha,Chevrolet,Automatic,Saudi,Full,2015,5.3,70000,160000
4376,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,40000,42000
4377,Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2020,5.0,65000,435000
4378,Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,28000,450000
4379,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,123496,130000
4380,Mustang,Jeddah,Ford,Manual,Saudi,Full,2007,2.3,300000,28000
4382,Sportage,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.0,163000,43000
4383,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2010,5.3,352000,42000
4385,Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2015,3.6,203000,55000
4386,Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2015,5.7,146000,95000
4387,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,5.4,95000,72000
4389,Tahoe,Al-Jouf,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,157000,68500
4390,Land Cruiser,Dammam,Toyota,Manual,Saudi,Standard,2013,4.6,350000,86000
4391,Patrol,Riyadh,Nissan,Automatic,Saudi,Standard,2015,5.7,190000,99000
4392,Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.5,139337,36500
4393,Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,28000,94000
4394,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2009,1.0,377000,11000
4395,Taurus,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,318000,23000
4397,6,Qassim,Mazda,Automatic,Other,Standard,2016,2.5,122000,53000
4399,Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.5,100000,850
4403,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,95000,28000
4407,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,40000,145000
4408,Emgrand,Qassim,Geely,Automatic,Saudi,Full,2020,2.4,37000,58000
4409,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,2.0,95000,75000
4410,Town Car,Jeddah,Lincoln,Automatic,Saudi,Semi Full,2005,5.0,286,14000
4412,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,166000,28500
4414,3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,54000,54000
4415,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,110900,57000
4419,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,97000,98000
4422,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,49000,103000
4423,Charger,Riyadh,Dodge,Automatic,Saudi,Full,2016,6.2,99000,215000
4426,Colorado,Dammam,Chevrolet,Manual,Saudi,Standard,2013,1.4,196000,28000
4427,S,Riyadh,Mercedes,Automatic,Other,Full,2015,1.6,90000,225000
4428,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44000,88000
4429,C300,Qassim,Chrysler,Automatic,Other,Full,2016,3.6,121000,72000
4430,Camry,Makkah,Toyota,Automatic,Saudi,Full,2020,2.5,1700,115000
4431,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2020,2.0,50000,150000
4433,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2019,3.8,35000,220000
4434,Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,76677,111500
4435,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.5,56000,76000
4436,F150,Qassim,Ford,Automatic,Gulf Arabic,Full,2020,5.0,2061,155000
4437,GLE,Aseer,Mercedes,Automatic,Saudi,Semi Full,2016,3.0,71000,138000
4438,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,4.0,51000,130000
4439,Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2019,8.0,132346,140000
4440,C,Dammam,Mercedes,Automatic,Other,Full,2016,2.0,99000,129000
4441,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2016,5.7,1918,251500
4442,Avalon,Al-Medina,Toyota,Automatic,Saudi,Full,2014,3.8,156000,73000
4443,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2018,3.8,60000,85000
4445,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,239900,46000
4446,Cerato,Tabouk,Kia,Automatic,Saudi,Semi Full,2014,1.6,223,24000
4452,Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2016,3.5,155000,65000
4456,Rio,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.4,79000,31000
4457,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,182774,62000
4458,Land Cruiser,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,136000,140000
4461,Challenger,Jeddah,Dodge,Automatic,Saudi,Full,2013,5.7,173,38000
4464,Prado,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2018,4.0,90000,138000
4465,LX,Dammam,Lexus,Automatic,Saudi,Full,2021,5.7,9100,459000
4467,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,51000,62000
4469,Accent,Hafar Al-Batin,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,51000,35000
4471,Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,133578,77500
4473,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,226000,41000
4474,Traverse,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2011,2.5,65000,35000
4475,SEL,Riyadh,Mercedes,Automatic,Saudi,Full,1991,3.0,277,28000
4477,Maxima,Jeddah,Nissan,Manual,Saudi,Standard,2000,3.5,400000,12500
4479,Other,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2013,3.0,318000,40000
4481,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.3,134000,48000
4482,Duster,Dammam,Renault,Automatic,Saudi,Standard,2017,2.0,124000,27000
4483,Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.6,17005,70000
4485,Taurus,Jeddah,Ford,Automatic,Saudi,Semi Full,2019,2.0,89500,76000
4489,Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018,2.7,16700,72000
4490,Prado,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,4.0,74000,150000
4491,FJ,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,381000,88000
4492,3,Riyadh,Mazda,Automatic,Saudi,Standard,2015,1.6,200000,25000
4493,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2015,5.3,199000,97000
4496,Van,Tabouk,Ford,Automatic,Other,Semi Full,2013,3.6,186,45000
4497,Range Rover,Makkah,Land Rover,Automatic,Saudi,Full,2004,5.3,300000,22000
4498,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.7,230000,45000
4500,Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,193000,58000
4501,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,65000,30000
4502,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,131929,116500
4503,2,Riyadh,Mazda,Automatic,Saudi,Standard,2011,1.5,37000,14000
4505,Cerato,Riyadh,Kia,Automatic,Other,Standard,2012,1.6,312287,17000
4506,Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2017,2.7,150000,70000
4507,C300,Dammam,Chrysler,Automatic,Other,Full,2013,5.7,178000,45000
4508,Charger,Dammam,Dodge,Automatic,Saudi,Full,2018,5.7,130000,2300
4509,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,205812,65000
4510,Cerato,Riyadh,Kia,Automatic,Other,Semi Full,2014,1.6,187,25000
4511,GX,Dammam,Lexus,Automatic,Saudi,Full,2015,4.6,170000,135000
4512,Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,213000,70000
4513,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,112000,39500
4514,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2018,2.7,88000,79500
4516,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2009,5.0,195000,45000
4520,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,135000,60000
4521,Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2014,2.0,290000,33500
4522,LS,Riyadh,Lexus,Automatic,Saudi,Full,1997,4.0,361000,12000
4523,Marquis,Jeddah,Ford,Automatic,Saudi,Semi Full,2005,4.6,270000,15000
4524,Charger,Taef,Dodge,Automatic,Other,Full,2013,5.7,175,38000
4525,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,117000,145000
4527,i40,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,48000,47000
4529,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2010,5.6,346000,70000
4530,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.5,132000,56000
4532,C300,Dammam,Chrysler,Automatic,Saudi,Semi Full,2008,6.0,212,12500
4534,Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,83000,37000
4535,F-Pace,Riyadh,Jaguar,Automatic,Saudi,Full,2019,2.5,27000,185000
4537,XF,Riyadh,Jaguar,Automatic,Saudi,Semi Full,2009,6.0,50000,35000
4538,The 4,Jeddah,BMW,Automatic,Saudi,Full,2016,2.0,110000,120000
4541,C,Dammam,Mercedes,Automatic,Saudi,Semi Full,2019,2.0,44000,185000
4542,S,Dammam,Mercedes,Automatic,Saudi,Semi Full,2000,3.0,100,15000
4543,Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2019,4.6,110000,250000
4545,Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2017,4.0,102000,116500
4547,C,Dammam,Mercedes,Automatic,Saudi,Full,2017,4.0,80000,270000
4551,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,270000,33000
4552,Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,2.7,141000,55000
4553,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,166616,135000
4554,H6,Dammam,HAVAL,Automatic,Saudi,Standard,2020,2.0,20000,57000
4555,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,44000,64000
4556,Sierra,Riyadh,GMC,Automatic,Saudi,Full,2014,6.2,118000,100000
4557,Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2016,3.0,91747,66500
4558,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2017,5.0,150000,115000
4559,LX,Jeddah,Lexus,Automatic,Saudi,Full,2015,5.7,105000,213000
4560,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,127000,43000
4565,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,65700,32000
4566,Echo Sport,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2020,2.0,2400,55000
4568,Silverado,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,110000,107000
4569,Suburban,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,358000,55000
4572,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.6,73000,48500
4574,A8,Riyadh,Audi,Automatic,Other,Full,2013,4.0,100000,108000
4575,Caprice,Abha,Chevrolet,Automatic,Other,Standard,2013,6.0,215,42000
4577,Senta fe,Jazan,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,122,45000
4578,H2,Qassim,HAVAL,Automatic,Saudi,Full,2020,1.5,15000,49000
4580,LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,27000,418000
4581,Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2020,3.6,27150,165000
4582,CT-S,Al-Medina,Cadillac,Automatic,Saudi,Semi Full,2013,3.8,137000,45000
4583,Mustang,Dammam,Ford,Automatic,Other,Full,2018,2.3,81000,119000
4585,B50,Yanbu,FAW,Automatic,Other,Semi Full,2016,1.8,125000,20000
4586,Charger,Taef,Dodge,Automatic,Saudi,Semi Full,2018,1.6,5000,125000
4588,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.0,113000,105000
4589,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2014,2.5,220,46000
4590,6,Riyadh,MG,Automatic,Gulf Arabic,Full,2014,1.8,79000,23000
4591,Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.4,101000,21000
4593,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,5.3,350000,55000
4594,Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,129000,74000
4595,Bus Urvan,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,106000,65000
4596,Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,65000
4597,Durango,Al-Namas,Dodge,Automatic,Saudi,Semi Full,2014,3.6,244000,52000
4598,Sonata,Al-Medina,Hyundai,Automatic,Saudi,Full,2018,2.4,97000,65000
4599,Malibu,Khobar,Chevrolet,Automatic,Saudi,Full,2015,2.4,175500,32000
4601,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.0,74000,60000
4602,Carnival,Riyadh,Kia,Automatic,Other,Standard,2014,6.0,259066,40000
4604,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,75335,78000
4605,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,123291,29500
4607,Pajero,Jubail,Mitsubishi,Automatic,Saudi,Semi Full,2011,6.0,140000,38000
4608,Rio,Al-Ahsa,Kia,Automatic,Other,Standard,2014,1.4,196,18000
4609,Elantra,Makkah,Hyundai,Automatic,Saudi,Standard,2012,1.8,222000,17500
4611,Yukon,Al-Baha,GMC,Automatic,Saudi,Standard,2013,3.5,157000,72000
4612,Sonata,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,130,40000
4613,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,99104,26800
4615,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,1.4,13400,65000
4616,Odyssey,Dammam,Honda,Automatic,Other,Standard,2009,3.5,200000,38000
4617,Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,243000,50000
4619,Durango,Tabouk,Dodge,Automatic,Other,Full,2013,5.7,275000,40000
4621,Accord,Dammam,Honda,Automatic,Saudi,Full,2009,2.4,159000,36000
4622,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,28000,54000
4623,Datsun,Riyadh,Nissan,Manual,Other,Full,2014,2.0,240000,30000
4625,The 7,Jeddah,BMW,Automatic,Saudi,Semi Full,2012,2.0,197000,50000
4627,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,142000,53000
4628,CS75,Jeddah,Changan,Automatic,Saudi,Standard,2021,1.6,8000,62000
4629,Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,46000
4630,Delta,Najran,Daihatsu,Automatic,Gulf Arabic,Full,1990,3.7,15800,50000
4632,Genesis,Riyadh,Hyundai,Automatic,Other,Standard,2017,3.8,128000,83000
4633,Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,2011,4.5,301515,26000
4635,H2,Khobar,HAVAL,Automatic,Saudi,Full,2021,1.5,6000,57900
4636,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,22500
4637,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,39500
4638,X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,119000,51000
4639,Azera,Jeddah,Hyundai,Automatic,Saudi,Standard,2021,3.5,10000,1800
4640,Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,2.4,268000,58000
4644,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,81500
4648,Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,44000
4649,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,129356,140000
4650,RC,Dammam,Lexus,Automatic,Other,Full,2019,3.6,42000,215000
4652,6,Dammam,Mazda,Automatic,Saudi,Standard,2006,1.6,288000,11000
4653,Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,4200,599000
4654,Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2010,5.4,230,35000
4655,Doblo,Riyadh,Fiat,Manual,Saudi,Standard,2016,1.4,28400,20000
4656,MKX,Dammam,Lincoln,Automatic,Other,Full,2016,3.7,99000,99000
4657,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,18000,128000
4660,Corolla,Riyadh,Toyota,Automatic,Other,Full,2015,2.0,80000,39000
4661,Mustang,Makkah,Ford,Manual,Other,Full,2015,5.0,111000,92999
4662,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,273392,100000
4663,Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,127000
4666,C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,86000,105000
4669,XJ,Dammam,Jaguar,Automatic,Saudi,Full,2014,3.0,112000,95000
4670,Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,10239,66500
4671,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,72000,37500
4672,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.8,251000,65000
4674,Land Cruiser,Riyadh,Toyota,Manual,Saudi,Standard,2003,4.6,300,40000
4678,Sunny,Dammam,Nissan,Automatic,Saudi,Full,2020,1.5,1300,43000
4679,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,93000,29500
4683,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.6,125188,171500
4684,G,Riyadh,Mercedes,Automatic,Other,Full,2019,4.0,39000,800000
4685,Tucson,Al-Medina,Hyundai,Automatic,Saudi,Full,2016,2.4,97000,63000
4689,H1,Al-Medina,Hyundai,Automatic,Saudi,Full,2014,2.4,185,39000
4690,Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,2.0,91000,77000
4691,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,257000,150000
4692,Charger,Qassim,Dodge,Automatic,Saudi,Semi Full,2019,3.6,76000,102000
4693,Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,204000,27500
4694,500,Riyadh,Fiat,Automatic,Saudi,Full,2020,1.4,11500,85000
4695,Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2018,5.3,127000,155000
4696,A5,Riyadh,Audi,Automatic,Saudi,Full,2016,2.0,108000,80000
4697,Cressida,Aseer,Toyota,Manual,Saudi,Semi Full,1996,2.4,8000,13000
4698,300,Dammam,Chrysler,Automatic,Saudi,Full,2007,5.7,240000,17000
4700,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.5,77556,41500
4701,Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2013,5.7,226,45000
4704,Armada,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.8,129500,40000
4705,Caprice,Riyadh,Chevrolet,Automatic,Other,Full,1995,5.5,252,4500
4706,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44590,89500
4707,Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2015,3.5,249000,76000
4708,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,97700,30000
4709,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,35547,41500
4711,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.3,201421,57500
4713,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,115300,35000
4715,Corolla,Dammam,Toyota,Manual,Saudi,Standard,2015,1.6,128333,33000
4718,X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2019,3.0,14000,220000
4719,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93315,35500
4720,Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.2,96000,126000
4721,RX,Jeddah,Lexus,Automatic,Saudi,Standard,2015,3.5,70000,95000
4722,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,5.3,33000,163000
4724,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,98000,72000
4725,C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,20000,180000
4726,S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,115000
4727,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,79000,30000
4728,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,25000,110000
4729,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,363000,63000
4730,Flex,Qassim,Ford,Automatic,Saudi,Standard,2014,3.5,128500,49000
4734,Taurus,Khobar,Ford,Automatic,Saudi,Standard,2017,3.5,125000,62000
4741,E,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,64000,120000
4742,The 6,Riyadh,BMW,Automatic,Saudi,Semi Full,2016,3.0,39000,190000
4743,Silverado,Dammam,Chevrolet,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,75000
4744,Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,19000,59000
4745,Camry,Makkah,Toyota,Automatic,Saudi,Standard,2015,2.5,310000,30000
4750,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,266000,56000
4751,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,70375,80500
4752,Avalon,Dammam,Toyota,Automatic,Other,Semi Full,2015,3.5,80000,86000
4754,Charger,Riyadh,Dodge,Automatic,Other,Full,2016,5.7,142000,89000
4755,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,4.5,20000,265000
4758,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,362000,58000
4759,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,61374,46500
4760,Furniture,Tabouk,Toyota,Automatic,Saudi,Standard,2021,2.7,980,120000
4763,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,3.0,77000,77000
4764,H3,Al-Ahsa,Hummer,Automatic,Saudi,Full,2009,5.2,200000,38000
4767,Land Cruiser,Taef,Toyota,Automatic,Saudi,Semi Full,2007,1.0,400000,30000
4768,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2016,1.0,75000,62000
4771,Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2007,5.4,300,18000
4776,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,89000,45000
4779,Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.4,41600,28000
4780,Accord,Al-Medina,Honda,Automatic,Saudi,Semi Full,2013,2.4,363000,42500
4781,Caprice,Dammam,Chevrolet,Automatic,Saudi,Standard,2013,6.0,106000,79000
4783,F150,Qassim,Ford,Automatic,Gulf Arabic,Standard,2019,5.0,22000,110000
4785,Beetle,Makkah,Volkswagen,Automatic,Saudi,Full,2015,6.0,130000,55000
4787,Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,104000,112000
4788,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,112000,110000
4789,Jetta,Riyadh,Volkswagen,Automatic,Saudi,Full,2017,2.5,82000,54000
4790,Prado,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,186000,55000
4791,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.2,55769,90000
4793,Camry,Jazan,Toyota,Automatic,Saudi,Standard,2013,2.5,376580,28000
4794,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.6,211000,115000
4795,Charger,Jeddah,Dodge,Automatic,Saudi,Standard,2012,3.6,300,38000
4796,X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016,3.0,130000,160000
4798,The 3,Dammam,BMW,Automatic,Saudi,Full,2018,2.0,96000,90000
4799,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,105000,80000
4801,RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59000,188000
4802,Acadia,Khobar,GMC,Automatic,Saudi,Full,2014,3.6,250000,50000
4804,Edge,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017,3.5,82000,80000
4805,Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,3.6,178000,67000
4806,Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013,4.0,248500,58000
4808,Avanza,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,1.5,57000,46000
4809,500,Riyadh,Fiat,Automatic,Saudi,Full,2016,1.5,155000,45000
4810,Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,3.5,53000,118000
4811,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,123000
4812,Durango,Jeddah,Dodge,Automatic,Saudi,Standard,2016,3.6,61000,72000
4814,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,1991,2.4,9999,16000
4816,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,40000
4817,Marquis,Riyadh,Ford,Automatic,Other,Full,2010,4.6,200000,18000
4819,Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,91000,70000
4820,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,152000,124000
4821,LX,Dammam,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,68000,342000
4822,Ciocca,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,85000
4823,Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2009,5.3,200000,40000
4824,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,325000,126000
4828,LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,14000,420000
